away,forecast,home,week,wind,year
Rams,84f Partly Cloudy,Jaguars,6,7m ENE,2017
Steelers,60f Clear,Chiefs,6,6m NW,2017
Chargers,75f Dry,Raiders,6,1m NE,2017
Giants,53f Clear,Broncos,6,0m N,2017
Colts,53f Clear,Titans,6,1m NNE,2017
Chiefs,61f Partly Cloudy,Raiders,7,4m SW,2017
Buccaneers,73f Clear,Bills,7,3m SSW,2017
Bengals,73f Clear,Steelers,7,1m SSW,2017
Ravens,DOME,Vikings,7,3m WSW,2017
Jets,85f Humid and Partly Cloudy,Dolphins,7,9m ESE,2017
Cardinals,52f Clear,Rams,7,4m WNW,2017
Panthers,67f Overcast,Bears,7,4m SSE,2017
Titans,74f Clear,Browns,7,4m SSW,2017
Saints,51f Mostly Cloudy,Packers,7,5m WNW,2017
Jaguars,DOME,Colts,7,5m S,2017
Cowboys,69f Clear,49ers,7,2m NW,2017
Seahawks,72f Clear,Giants,7,2m SSE,2017
Broncos,89f Clear,Chargers,7,2m W,2017
Falcons,56f Partly Cloudy,Patriots,7,0m E,2017
Redskins,69f Partly Cloudy,Eagles,7,3m SE,2017
Dolphins,48f Clear,Ravens,8,0m W,2017
Vikings,54f Clear,Browns,8,5m NNE,2017
Falcons,62f Rain,Jets,8,2m ENE,2017
Panthers,63f Partly Cloudy,Buccaneers,8,9m NW,2017
49ers,63f Possible Drizzle,Eagles,8,2m E,2017
Bears,DOME,Saints,8,5m N,2017
Chargers,61f Light Rain,Patriots,8,1m SE,2017
Raiders,39f Light Rain,Bills,8,2m NNE,2017
Colts,39f Mostly Cloudy,Bengals,8,1m WNW,2017
Texans,50f Overcast,Seahawks,8,0m NE,2017
Cowboys,60f Possible Light Rain,Redskins,8,0m NNE,2017
Steelers,DOME,Lions,8,2m NW,2017
Broncos,41f Clear,Chiefs,8,3m NNW,2017
Bills,64f Clear,Jets,9,2m S,2017
Colts,82f Humid and Partly Cloudy,Texans,9,4m SW,2017
Bengals,77f Mostly Cloudy,Jaguars,9,4m NE,2017
Buccaneers,DOME,Saints,9,3m SSW,2017
Rams,56f Overcast,Giants,9,1m ENE,2017
Falcons,58f Overcast,Panthers,9,0m SSE,2017
Broncos,62f Overcast,Eagles,9,1m SE,2017
Ravens,75f Mostly Cloudy,Titans,9,8m SSW,2017
Cardinals,57f Clear,49ers,9,1m NW,2017
Redskins,35f Light Rain,Seahawks,9,4m NNW,2017
Chiefs,90f Clear,Cowboys,9,4m SW,2017
Raiders,76f Clear,Dolphins,9,0m NE,2017
Lions,34f Clear,Packers,9,1m W,2017
Seahawks,DOME,Cardinals,10,1m WSW,2017
Packers,39f Light Rain,Bears,10,0m NNW,2017
Browns,DOME,Lions,10,1m SSW,2017
Steelers,DOME,Colts,10,0m NE,2017
Chargers,75f Drizzle,Jaguars,10,5m NE,2017
Saints,37f Mostly Cloudy,Bills,10,0m SSW,2017
Jets,76f Mostly Cloudy,Buccaneers,10,6m ENE,2017
Vikings,43f Clear,Redskins,10,1m SSW,2017
Bengals,52f Mostly Cloudy,Titans,10,2m S,2017
Texans,66f Clear,Rams,10,0m SW,2017
Cowboys,DOME,Falcons,10,1m NE,2017
Giants,63f Clear,49ers,10,0m N,2017
Patriots,48f Clear,Broncos,10,0m WNW,2017
Dolphins,52f Clear,Panthers,10,9m NNE,2017
Titans,37f Mostly Cloudy,Steelers,11,2m W,2017
Buccaneers,80f Clear,Dolphins,11,4m W,2017
Jaguars,38f Light Rain,Browns,11,8m WNW,2017
Ravens,26f Partly Cloudy,Packers,11,6m WNW,2017
Cardinals,59f Clear,Texans,11,5m NNE,2017
Rams,DOME,Vikings,11,3m SW,2017
Lions,31f Partly Cloudy,Bears,11,6m WNW,2017
Redskins,DOME,Saints,11,8m N,2017
Chiefs,49f Mostly Cloudy,Giants,11,8m WNW,2017
Bills,72f Clear,Chargers,11,1m WSW,2017
Bengals,59f Clear,Broncos,11,0m WSW,2017
Patriots,64f Mostly Cloudy,Raiders,11,3m NNW,2017
Eagles,52f Clear,Cowboys,11,0m ESE,2017
Falcons,46f Partly Cloudy,Seahawks,11,1m ENE,2017
Vikings,DOME,Lions,12,7m SW,2017
Chargers,67f Clear,Cowboys,12,1m S,2017
Giants,32f Clear,Redskins,12,0m SSE,2017
Bills,58f Clear,Chiefs,12,3m SSW,2017
Titans,DOME,Colts,12,3m W,2017
Browns,46f Clear,Bengals,12,2m WSW,2017
Buccaneers,DOME,Falcons,12,4m NNW,2017
Dolphins,46f Partly Cloudy,Patriots,12,4m WNW,2017
Bears,48f Clear,Eagles,12,5m NW,2017
Panthers,46f Clear,Jets,12,6m WNW,2017
Seahawks,63f Partly Cloudy,49ers,12,4m SSE,2017
Saints,67f Clear,Rams,12,2m SW,2017
Jaguars,DOME,Cardinals,12,0m SSW,2017
Broncos,61f Partly Cloudy,Raiders,12,6m S,2017
Packers,36f Clear,Steelers,12,1m SW,2017
Texans,44f Clear,Ravens,12,0m SE,2017
Redskins,58f Clear,Cowboys,13,0m NNE,2017
Vikings,DOME,Falcons,13,1m NNE,2017
Texans,59f Clear,Titans,13,2m ESE,2017
Chiefs,46f Mostly Cloudy,Jets,13,0m E,2017
Broncos,80f Clear,Dolphins,13,5m ENE,2017
Lions,51f Clear,Ravens,13,1m WSW,2017
Patriots,46f Clear,Bills,13,2m SW,2017
49ers,50f Clear,Bears,13,2m SSW,2017
Buccaneers,41f Clear,Packers,13,1m S,2017
Colts,67f Mostly Cloudy,Jaguars,13,2m NNE,2017
Browns,66f Clear,Chargers,13,2m SSW,2017
Panthers,DOME,Saints,13,3m NE,2017
Giants,55f Clear,Raiders,13,3m NW,2017
Rams,DOME,Cardinals,13,3m SSE,2017
Eagles,42f Mostly Cloudy,Seahawks,13,0m N,2017
Steelers,60f Partly Cloudy,Bengals,13,3m SSE,2017
Saints,DOME,Falcons,14,1m WNW,2017
Colts,26f Flurries,Bills,14,4m W,2017
Lions,53f Clear,Buccaneers,14,4m N,2017
Raiders,47f Clear,Chiefs,14,5m NW,2017
Seahawks,46f Clear,Jaguars,14,2m NW,2017
49ers,57f Clear,Texans,14,0m SE,2017
Packers,28f Mostly Cloudy,Browns,14,9m WSW,2017
Bears,30f Mostly Cloudy,Bengals,14,4m SSW,2017
Vikings,39f Clear,Panthers,14,2m W,2017
Redskins,79f Clear,Chargers,14,2m NNE,2017
Jets,58f Clear,Broncos,14,0m SSW,2017
Titans,DOME,Cardinals,14,4m ENE,2017
Cowboys,37f Drizzle,Giants,14,5m WSW,2017
Eagles,79f Clear,Rams,14,1m NNE,2017
Ravens,30f Mostly Cloudy,Steelers,14,3m SW,2017
Patriots,56f Clear,Dolphins,14,3m NW,2017
Broncos,DOME,Colts,15,0m SSE,2017
Bears,DOME,Lions,15,5m NE,2017
Chargers,50f Clear,Chiefs,15,2m S,2017
Texans,68f Clear,Jaguars,15,2m ESE,2017
Ravens,34f Clear,Browns,15,1m ESE,2017
Packers,48f Partly Cloudy,Panthers,15,1m WSW,2017
Dolphins,25f Overcast,Bills,15,0m NE,2017
Bengals,DOME,Vikings,15,0m ESE,2017
Cardinals,47f Clear,Redskins,15,0m SSW,2017
Eagles,34f Overcast,Giants,15,0m N,2017
Jets,DOME,Saints,15,1m WSW,2017
Rams,46f Mostly Cloudy,Seahawks,15,5m S,2017
Titans,60f Clear,49ers,15,2m N,2017
Patriots,40f Rain,Steelers,15,0m S,2017
Cowboys,59f Clear,Raiders,15,0m N,2017
Falcons,70f Clear,Buccaneers,15,1m NNW,2017
Colts,61f Drizzle,Ravens,16,5m SSW,2017
Vikings,9f Clear,Packers,16,1m SW,2017
Lions,35f Mostly Cloudy,Bengals,16,2m SSE,2017
Dolphins,22f Mostly Cloudy,Chiefs,16,5m NW,2017
Bills,34f Clear,Patriots,16,1m N,2017
Browns,21f Light Snow,Bears,16,0m NW,2017
Buccaneers,53f Mostly Cloudy,Panthers,16,1m ENE,2017
Falcons,DOME,Saints,16,1m WNW,2017
Broncos,41f Partly Cloudy,Redskins,16,2m NE,2017
Rams,41f Mostly Cloudy,Titans,16,2m WSW,2017
Chargers,38f Clear,Jets,16,3m NE,2017
Jaguars,52f Partly Cloudy,49ers,16,0m SSE,2017
Seahawks,43f Partly Cloudy,Cowboys,16,6m N,2017
Giants,DOME,Cardinals,16,0m S,2017
Steelers,51f Mostly Cloudy,Texans,16,4m ESE,2017
Raiders,28f Clear,Eagles,16,5m W,2017
Browns,9f Mostly Cloudy,Steelers,17,0m WSW,2017
Packers,DOME,Lions,17,5m NNW,2017
Texans,DOME,Colts,17,3m NNW,2017
Bears,DOME,Vikings,17,4m NW,2017
Jets,11f Clear,Patriots,17,5m NW,2017
Redskins,15f Clear,Giants,17,6m NW,2017
Cowboys,15f Partly Cloudy,Eagles,17,4m NNW,2017
Panthers,DOME,Falcons,17,3m NW,2017
Bengals,18f Mostly Cloudy,Ravens,17,5m NNW,2017
Jaguars,22f Mostly Cloudy,Titans,17,7m NNW,2017
Saints,69f Clear,Buccaneers,17,1m SSE,2017
Bills,71f Clear,Dolphins,17,4m NE,2017
Raiders,62f Clear,Chargers,17,0m SSW,2017
Chiefs,16f Mostly Cloudy,Broncos,17,3m NNE,2017
49ers,63f Clear,Rams,17,0m SSW,2017
Cardinals,39f Clear,Seahawks,17,3m N,2017
Falcons,81f Rain,Eagles,1,2m NW,2018
Bills,62f Light Rain,Ravens,1,11m ENE,2018
Jaguars,58f Light Rain,Giants,1,4m NE,2018
Buccaneers,DOME,Saints,1,1m WSW,2018
Texans,62f Mostly Cloudy,Patriots,1,6m ENE,2018
49ers,DOME,Vikings,1,9m SSE,2018
Titans,88f Rain,Dolphins,1,4m SW,2018
Bengals,DOME,Colts,1,9m NE,2018
Steelers,59f Light Rain,Browns,1,4m ENE,2018
Chiefs,85f Clear,Chargers,1,5m SSW,2018
Seahawks,85f Clear,Broncos,1,3m NE,2018
Cowboys,83f Drizzle,Panthers,1,6m NE,2018
Redskins,DOME,Cardinals,1,3m WSW,2018
Bears,60f Clear,Packers,1,4m NE,2018
Jets,DOME,Lions,1,7m N,2018
Rams,71f Clear,Raiders,1,5m WSW,2018
Ravens,75f Clear,Bengals,2,0m NNW,2018
Panthers,DOME,Falcons,2,5m NW,2018
Colts,73f Mostly Cloudy,Redskins,2,5m ENE,2018
Texans,81f Partly Cloudy,Titans,2,7m NNE,2018
Eagles,89f Humid and Partly Cloudy,Buccaneers,2,8m SW,2018
Chiefs,79f Mostly Cloudy,Steelers,2,7m ESE,2018
Dolphins,82f Clear,Jets,2,3m SE,2018
Chargers,79f Clear,Bills,2,7m S,2018
Vikings,78f Partly Cloudy,Packers,2,5m SSE,2018
Browns,DOME,Saints,2,1m NW,2018
Lions,72f Clear,49ers,2,5m NW,2018
Cardinals,85f Clear,Rams,2,4m SSW,2018
Patriots,93f Drizzle,Jaguars,2,7m SW,2018
Raiders,90f Clear,Broncos,2,3m ESE,2018
Giants,87f Partly Cloudy,Cowboys,2,2m E,2018
Seahawks,80f Clear,Bears,2,2m E,2018
Jets,78f Humid,Browns,3,3m SSE,2018
Saints,DOME,Falcons,3,3m SE,2018
Packers,63f Light Rain,Redskins,3,4m ENE,2018
Colts,61f Rain,Eagles,3,3m NE,2018
Bills,DOME,Vikings,3,6m SSE,2018
Raiders,88f Humid and Partly Cloudy,Dolphins,3,6m ESE,2018
Broncos,62f Light Rain,Ravens,3,4m ENE,2018
Bengals,81f Mostly Cloudy,Panthers,3,1m ESE,2018
Giants,79f Mostly Cloudy,Texans,3,7m WSW,2018
Titans,87f Mostly Cloudy,Jaguars,3,5m ESE,2018
49ers,72f Clear,Chiefs,3,4m ESE,2018
Chargers,79f Clear,Rams,3,4m SW,2018
Cowboys,62f Partly Cloudy,Seahawks,3,1m S,2018
Bears,DOME,Cardinals,3,4m SE,2018
Patriots,DOME,Lions,3,5m ENE,2018
Steelers,77f Humid and Mostly Cloudy,Buccaneers,3,3m N,2018
Vikings,83f Clear,Rams,4,3m WSW,2018
Jets,86f Humid and Mostly Cloudy,Jaguars,4,10m ENE,2018
Dolphins,66f Clear,Patriots,4,3m W,2018
Eagles,80f Clear,Titans,4,0m N,2018
Texans,DOME,Colts,4,7m SSW,2018
Bills,48f Overcast,Packers,4,4m ENE,2018
Lions,79f Mostly Cloudy,Cowboys,4,6m SE,2018
Buccaneers,64f Overcast,Bears,4,1m NW,2018
Bengals,DOME,Falcons,4,4m E,2018
Seahawks,DOME,Cardinals,4,4m SW,2018
Browns,71f Clear,Raiders,4,2m WNW,2018
Saints,69f Partly Cloudy,Giants,4,4m S,2018
49ers,82f Partly Cloudy,Chargers,4,4m SW,2018
Ravens,66f Clear,Steelers,4,0m N,2018
Chiefs,65f Mostly Cloudy,Broncos,4,2m N,2018
Colts,66f Mostly Cloudy,Patriots,5,3m SW,2018
Titans,65f Overcast,Bills,5,3m ENE,2018
Falcons,82f Partly Cloudy,Steelers,5,6m SSW,2018
Broncos,75f Overcast,Jets,5,4m WSW,2018
Jaguars,58f Rain,Chiefs,5,2m ENE,2018
Packers,DOME,Lions,5,7m NE,2018
Ravens,70f Foggy,Browns,5,2m NNE,2018
Giants,80f Overcast,Panthers,5,1m NE,2018
Dolphins,86f Clear,Bengals,5,2m SSW,2018
Raiders,74f Clear,Chargers,5,5m SSW,2018
Cardinals,76f Clear,49ers,5,9m NNW,2018
Vikings,78f Mostly Cloudy,Eagles,5,3m SW,2018
Rams,54f Drizzle,Seahawks,5,3m SSE,2018
Cowboys,81f Humid and Partly Cloudy,Texans,5,6m SE,2018
Redskins,DOME,Saints,5,5m E,2018
Eagles,70f Light Rain,Giants,6,1m S,2018
Buccaneers,DOME,Falcons,6,3m ESE,2018
Panthers,54f Partly Cloudy,Redskins,6,0m SE,2018
Colts,57f Mostly Cloudy,Jets,6,5m WSW,2018
Cardinals,DOME,Vikings,6,7m WNW,2018
Steelers,51f Mostly Cloudy,Bengals,6,2m ESE,2018
Chargers,55f Clear,Browns,6,1m SSE,2018
Bills,87f Partly Cloudy,Texans,6,9m SSW,2018
Bears,88f Humid and Partly Cloudy,Dolphins,6,7m ESE,2018
Seahawks,50f Light Rain,Raiders,6,12m NNE,2018
Rams,24f Overcast,Broncos,6,2m NNE,2018
Ravens,66f Overcast,Titans,6,3m S,2018
Jaguars,78f Mostly Cloudy,Cowboys,6,4m S,2018
Chiefs,45f Clear,Patriots,6,2m SW,2018
49ers,35f Partly Cloudy,Packers,6,4m WSW,2018
Broncos,DOME,Cardinals,7,1m WNW,2018
Titans,64f Clear,Chargers,7,7m E,2018
Browns,80f Clear,Buccaneers,7,5m SW,2018
Panthers,47f Mostly Cloudy,Eagles,7,9m WNW,2018
Vikings,46f Overcast,Jets,7,11m NNE,2018
Lions,88f Partly Cloudy,Dolphins,7,5m NNW,2018
Patriots,43f Clear,Bears,7,6m NW,2018
Bills,DOME,Colts,7,3m SE,2018
Texans,70f Partly Cloudy,Jaguars,7,13m ENE,2018
Saints,52f Partly Cloudy,Ravens,7,12m S,2018
Cowboys,51f Partly Cloudy,Redskins,7,11m S,2018
Rams,71f Partly Cloudy,49ers,7,2m ESE,2018
Bengals,58f Clear,Chiefs,7,6m E,2018
Giants,DOME,Falcons,7,1m NW,2018
Dolphins,65f Overcast,Texans,8,6m NNW,2018
Eagles,48f Partly Cloudy,Jaguars,8,13m NE,2018
Broncos,60f Clear,Chiefs,8,8m NW,2018
Browns,48f Overcast,Steelers,8,7m SSW,2018
Redskins,50f Mostly Cloudy,Giants,8,7m W,2018
Seahawks,DOME,Lions,8,9m SSE,2018
Buccaneers,56f Overcast,Bengals,8,7m S,2018
Jets,48f Overcast,Bears,8,11m W,2018
Ravens,61f Clear,Panthers,8,6m WSW,2018
Colts,69f Partly Cloudy,Raiders,8,5m W,2018
49ers,DOME,Cardinals,8,1m SW,2018
Packers,81f Partly Cloudy,Rams,8,3m SSW,2018
Saints,DOME,Vikings,8,8m NW,2018
Patriots,37f Partly Cloudy,Bills,8,9m WSW,2018
Raiders,80f Partly Cloudy,49ers,9,3m NNW,2018
Bears,43f Clear,Bills,9,8m ESE,2018
Buccaneers,60f Clear,Panthers,9,4m E,2018
Chiefs,53f Partly Cloudy,Browns,9,5m ESE,2018
Jets,84f Humid and Mostly Cloudy,Dolphins,9,14m SE,2018
Steelers,52f Clear,Ravens,9,3m E,2018
Lions,DOME,Vikings,9,6m NE,2018
Falcons,53f Clear,Redskins,9,4m ESE,2018
Texans,53f Mostly Cloudy,Broncos,9,2m SSW,2018
Chargers,57f Mostly Cloudy,Seahawks,9,4m S,2018
Rams,DOME,Saints,9,7m SE,2018
Packers,42f Clear,Patriots,9,2m NE,2018
Titans,73f Clear,Cowboys,9,2m NW,2018
Panthers,40f Clear,Steelers,10,1m NE,2018
Saints,38f Mostly Cloudy,Bengals,10,3m SSE,2018
Falcons,38f Partly Cloudy,Browns,10,2m SSW,2018
Dolphins,30f Overcast,Packers,10,8m SW,2018
Jaguars,DOME,Colts,10,10m S,2018
Lions,35f Mostly Cloudy,Bears,10,7m SSW,2018
Cardinals,42f Clear,Chiefs,10,1m NNW,2018
Patriots,46f Clear,Titans,10,2m SSE,2018
Redskins,80f Clear,Buccaneers,10,6m E,2018
Bills,44f Clear,Jets,10,7m NW,2018
Chargers,66f Clear,Raiders,10,8m NE,2018
Seahawks,73f Clear,Rams,10,1m NNE,2018
Cowboys,37f Clear,Eagles,10,1m WSW,2018
Giants,68f Clear,49ers,10,1m NNW,2018
Packers,54f Overcast,Seahawks,11,3m S,2018
Bengals,46f Mostly Cloudy,Ravens,11,4m SSE,2018
Panthers,DOME,Lions,11,0m N,2018
Titans,DOME,Colts,11,7m N,2018
Cowboys,DOME,Falcons,11,1m ESE,2018
Buccaneers,41f Mostly Cloudy,Giants,11,0m ESE,2018
Texans,47f Mostly Cloudy,Redskins,11,4m SSE,2018
Steelers,72f Partly Cloudy,Jaguars,11,6m NNE,2018
Broncos,70f Clear,Chargers,11,3m SW,2018
Raiders,DOME,Cardinals,11,1m SSE,2018
Eagles,DOME,Saints,11,2m N,2018
Vikings,31f Clear,Bears,11,3m WSW,2018
Chiefs,69f Clear,Rams,11,1m W,2018
Bears,DOME,Lions,12,9m E,2018
Redskins,63f Clear,Cowboys,12,6m SSE,2018
Falcons,DOME,Saints,12,2m ESE,2018
Browns,48f Mostly Cloudy,Bengals,12,0m SSE,2018
Seahawks,52f Partly Cloudy,Panthers,12,0m S,2018
Jaguars,39f Mostly Cloudy,Bills,12,7m W,2018
Raiders,57f Clear,Ravens,12,5m WSW,2018
Dolphins,DOME,Colts,12,11m ESE,2018
49ers,75f Partly Cloudy,Buccaneers,12,5m WNW,2018
Giants,55f Clear,Eagles,12,6m WNW,2018
Patriots,53f Partly Cloudy,Jets,12,8m NNW,2018
Cardinals,72f Clear,Chargers,12,1m NNW,2018
Steelers,41f Clear,Broncos,12,4m NNW,2018
Packers,DOME,Vikings,12,8m NNW,2018
Titans,51f Clear,Texans,12,7m NNW,2018
Saints,73f Clear,Cowboys,13,7m SSE,2018
Ravens,DOME,Falcons,13,4m SW,2018
Panthers,80f Breezy and Humid,Buccaneers,13,15m SSW,2018
Bears,50f Foggy,Giants,13,2m NE,2018
Bills,85f Humid and Mostly Cloudy,Dolphins,13,13m SSE,2018
Broncos,63f Clear,Bengals,13,9m S,2018
Rams,DOME,Lions,13,11m S,2018
Cardinals,34f Light Rain,Packers,13,18m NNE,2018
Browns,70f Clear,Texans,13,7m N,2018
Colts,78f Drizzle,Jaguars,13,10m SSW,2018
Jets,68f Clear,Titans,13,13m SW,2018
Chiefs,53f Clear,Raiders,13,1m NNE,2018
Vikings,51f Overcast,Patriots,13,2m SW,2018
49ers,45f Mostly Cloudy,Seahawks,13,0m WSW,2018
Chargers,58f Mostly Cloudy,Steelers,13,9m S,2018
Redskins,48f Partly Cloudy,Eagles,13,4m WNW,2018
Jaguars,44f Overcast,Titans,14,4m SW,2018
Jets,25f Partly Cloudy,Bills,14,6m WSW,2018
Giants,32f Clear,Redskins,14,4m NE,2018
Saints,69f Drizzle,Buccaneers,14,6m SW,2018
Patriots,80f Humid and Mostly Cloudy,Dolphins,14,12m SW,2018
Ravens,26f Clear,Chiefs,14,0m S,2018
Colts,45f Overcast,Texans,14,10m NNW,2018
Rams,29f Clear,Bears,14,1m NNW,2018
Panthers,31f Clear,Browns,14,0m ESE,2018
Falcons,24f Mostly Cloudy,Packers,14,12m W,2018
Broncos,54f Mostly Cloudy,49ers,14,1m NW,2018
Bengals,70f Clear,Chargers,14,1m E,2018
Eagles,49f Clear,Cowboys,14,6m NNW,2018
Lions,DOME,Cardinals,14,0m SW,2018
Steelers,51f Mostly Cloudy,Raiders,14,2m NE,2018
Vikings,47f Mostly Cloudy,Seahawks,14,5m S,2018
Chargers,37f Overcast,Chiefs,15,8m NNW,2018
Browns,54f Partly Cloudy,Broncos,15,2m NW,2018
Texans,50f Mostly Cloudy,Jets,15,8m NE,2018
Packers,40f Clear,Bears,15,5m W,2018
Lions,33f Light Snow,Bills,15,2m NNE,2018
Buccaneers,43f Light Rain,Ravens,15,7m N,2018
Cardinals,DOME,Falcons,15,5m NW,2018
Raiders,42f Overcast,Bengals,15,1m WNW,2018
Titans,39f Overcast,Giants,15,10m NE,2018
Dolphins,DOME,Vikings,15,7m WNW,2018
Redskins,62f Clear,Jaguars,15,9m W,2018
Cowboys,DOME,Colts,15,5m WNW,2018
Seahawks,59f Mostly Cloudy,49ers,15,7m S,2018
Patriots,41f Overcast,Steelers,15,3m NW,2018
Eagles,65f Clear,Rams,15,3m SW,2018
Saints,48f Clear,Panthers,15,0m NNW,2018
Redskins,50f Clear,Titans,16,7m S,2018
Ravens,64f Clear,Chargers,16,4m WSW,2018
Giants,DOME,Colts,16,8m NW,2018
Texans,43f Clear,Eagles,16,5m W,2018
Jaguars,71f Clear,Dolphins,16,4m NNE,2018
Packers,41f Clear,Jets,16,6m WNW,2018
Bengals,37f Overcast,Browns,16,3m SW,2018
Buccaneers,48f Clear,Cowboys,16,9m N,2018
Vikings,DOME,Lions,16,9m W,2018
Bills,37f Clear,Patriots,16,8m WNW,2018
Falcons,49f Clear,Panthers,16,1m E,2018
Bears,59f Partly Cloudy,49ers,16,1m NNW,2018
Rams,DOME,Cardinals,16,1m SE,2018
Steelers,DOME,Saints,16,2m W,2018
Chiefs,45f Overcast,Seahawks,16,4m SSE,2018
Broncos,56f Overcast,Raiders,16,9m WSW,2018
Dolphins,28f Overcast,Bills,17,7m WSW,2018
Lions,25f Mostly Cloudy,Packers,17,11m SSW,2018
Jaguars,45f Overcast,Texans,17,6m NNW,2018
Jets,31f Partly Cloudy,Patriots,17,0m SSE,2018
Panthers,DOME,Saints,17,1m NNE,2018
Cowboys,35f Overcast,Giants,17,0m E,2018
Falcons,77f Mostly Cloudy,Buccaneers,17,4m S,2018
Browns,45f Clear,Ravens,17,3m SSE,2018
Eagles,45f Clear,Redskins,17,3m SSE,2018
Raiders,40f Clear,Chiefs,17,11m S,2018
Bears,DOME,Vikings,17,7m SSE,2018
Bengals,41f Clear,Steelers,17,8m SW,2018
Chargers,51f Partly Cloudy,Broncos,17,5m N,2018
49ers,62f Clear,Rams,17,3m S,2018
Cardinals,45f Mostly Cloudy,Seahawks,17,3m SSE,2018
Colts,53f Mostly Cloudy,Titans,17,1m SSE,2018
